98
87
Ch : RED,Ch : RED AMBIENT,Ch : IR,Ch: IR AMBIENT,Ch : RED - RED AMBIENT,Ch : IR - IR AMBIENT,Timestamp
0.29412,0.022228,0.75373,0.020966,0.27189199999999997,0.732764,0.8847298999999964
0.2941,0.022186,0.75372,0.020924,0.271914,0.7327959999999999,0.8891036999999926
0.29411,0.02221,0.75375,0.020956,0.2719,0.7327940000000001,0.8921681999999862
0.29413,0.0223,0.75375,0.02099,0.27183,0.7327600000000001,0.8959818999999953
0.29412,0.022247,0.75376,0.020979,0.271873,0.732781,0.8999041999999946
0.2941,0.022238,0.75369,0.020978,0.271862,0.7327119999999999,0.900408899999988
0.29403,0.022178,0.75361,0.020932,0.27185200000000004,0.732678,0.9044563999999866
0.29406,0.022243,0.75361,0.020967,0.271817,0.732643,0.9084158999999943
0.29409,0.022272,0.75365,0.020972,0.271818,0.732678,0.9123864999999967
0.29407,0.02224,0.75361,0.021,0.27183,0.73261,0.9163873999999907
0.29403,0.0222,0.7536,0.020932,0.27183,0.7326680000000001,0.9168890999999917
0.29405,0.022193,0.75355,0.020958,0.27185699999999996,0.732592,0.920850999999999
0.29408,0.022217,0.75359,0.020947,0.271863,0.7326429999999999,0.9248481999999996
0.29408,0.022256,0.7536,0.021001,0.271824,0.732599,0.9287885999999901
0.29408,0.022263,0.75357,0.02095,0.27181700000000003,0.7326199999999999,0.9327320999999955
0.29406,0.022244,0.75358,0.020976,0.271816,0.732604,0.9332127999999926
0.29402,0.022214,0.75355,0.020911,0.271806,0.732639,0.9372354999999999
0.29407,0.022207,0.75358,0.020988,0.271863,0.732592,0.9412300999999985
0.2941,0.022295,0.7536,0.021016,0.27180499999999996,0.732584,0.9452252999999899
0.29404,0.022287,0.75361,0.021014,0.271753,0.732596,0.9491075999999907
0.29406,0.022244,0.75362,0.020954,0.271816,0.7326659999999999,0.9496488999999997
0.29402,0.022252,0.75358,0.020948,0.271768,0.7326320000000001,0.953587799999994
0.2941,0.022224,0.75366,0.020957,0.27187599999999995,0.732703,0.9580046999999894
0.29412,0.022263,0.75372,0.021023,0.271857,0.7326969999999999,0.9615513999999905
0.29415,0.022264,0.75371,0.021037,0.271886,0.732673,0.9655995999999902
0.2941,0.022243,0.75372,0.020985,0.27185699999999996,0.7327349999999999,0.969445599999986
0.29412,0.022209,0.75369,0.020941,0.271911,0.732749,0.9699941999999879
0.29412,0.02222,0.75373,0.02095,0.2719,0.73278,0.974090799999999
0.29419,0.02229,0.75381,0.021015,0.27190000000000003,0.732795,0.9780495999999914
0.29419,0.022258,0.75383,0.020985,0.271932,0.732845,0.9819956999999988
0.29416,0.022226,0.75383,0.02095,0.27193399999999995,0.73288,0.9859095999999994
0.29416,0.022209,0.75382,0.020901,0.271951,0.7329190000000001,0.986438899999996
0.29417,0.022224,0.75392,0.020958,0.27194599999999997,0.732962,0.9904837999999927
0.29426,0.022276,0.75398,0.021051,0.271984,0.7329289999999999,0.9944492999999994
0.29426,0.022239,0.75399,0.020976,0.272021,0.733014,0.9984113999999948
0.29427,0.022242,0.75401,0.021004,0.272028,0.7330059999999999,1.0023767999999933
0.2942,0.022204,0.75401,0.020978,0.271996,0.7330319999999999,1.002907399999998
0.29421,0.022203,0.75405,0.02098,0.272007,0.73307,1.006865999999988
0.29431,0.022286,0.75414,0.020994,0.27202400000000004,0.7331460000000001,1.0108452999999997
0.29434,0.022265,0.75414,0.020973,0.272075,0.733167,1.0148262999999957
0.29434,0.022242,0.75415,0.020976,0.272098,0.733174,1.018772399999989
0.29431,0.022167,0.75414,0.020945,0.272143,0.733195,1.0193034999999924
0.29439,0.022267,0.75417,0.020955,0.272123,0.733215,1.023206099999996
0.29436,0.02229,0.75428,0.021041,0.27207000000000003,0.733239,1.0272729999999939
0.29437,0.022268,0.7543,0.021026,0.272102,0.733274,1.0312373999999949
0.29438,0.022208,0.75433,0.020982,0.27217199999999997,0.7333479999999999,1.0351974999999953
0.29435,0.022211,0.75431,0.02095,0.272139,0.73336,1.0391222999999883
0.29437,0.022234,0.75433,0.020947,0.27213600000000004,0.7333829999999999,1.0396908999999965
0.29444,0.022268,0.75443,0.021003,0.27217199999999997,0.733427,1.043750999999986
0.29441,0.022272,0.75445,0.020994,0.272138,0.733456,1.0476731999999913
0.29444,0.022245,0.75445,0.020968,0.27219499999999996,0.733482,1.051626899999988
0.29441,0.022234,0.75445,0.02097,0.27217600000000003,0.7334799999999999,1.0555523999999963
0.29443,0.022216,0.7545,0.020981,0.272214,0.7335189999999999,1.0560838999999902
0.29451,0.022302,0.75455,0.021016,0.272208,0.733534,1.0606050999999894
0.2945,0.022266,0.75456,0.021007,0.272234,0.733553,1.064672399999992
0.2945,0.022266,0.7546,0.020995,0.272234,0.7336050000000001,1.068652499999999
0.2945,0.022216,0.75461,0.020943,0.27228399999999997,0.733667,1.0723363999999975
0.29453,0.022234,0.75464,0.020965,0.27229600000000004,0.733675,1.0729855999999955
0.29457,0.022285,0.75472,0.021027,0.272285,0.7336929999999999,1.0769896999999986
0.2946,0.02227,0.75473,0.021014,0.27232999999999996,0.733716,1.0809439999999881
0.2946,0.022266,0.75477,0.02099,0.27233399999999996,0.7337800000000001,1.0849230999999975
0.29457,0.022238,0.75473,0.021007,0.272332,0.733723,1.0886570999999918
0.29461,0.022275,0.75479,0.021012,0.272335,0.7337779999999999,1.0893218999999874
0.29468,0.022312,0.75486,0.021054,0.272368,0.733806,1.093318399999987
0.29466,0.022306,0.75491,0.021054,0.272354,0.733856,1.0973923999999897
0.29466,0.022289,0.7549,0.021041,0.272371,0.733859,1.1013016999999934
0.29461,0.022272,0.75493,0.020971,0.27233799999999997,0.733959,1.10543109999999
0.29465,0.022247,0.75496,0.020948,0.272403,0.734012,1.109304999999992
0.29471,0.022295,0.755,0.021027,0.272415,0.733973,1.1099624999999946
0.29472,0.022285,0.75506,0.021006,0.272435,0.734054,1.1140091999999981
0.29472,0.022271,0.7551,0.020991,0.272449,0.734109,1.118072799999993
